POS	CRC01-P24NNS14	CRC01-P24NNS4	CRC01-P24NNS8	CRC01-P24NS13	CRC01-P24NS14	CRC01-P24NS16	CRC01-P24NS17	CRC01-P24NS18	CRC01-P24NS19	CRC01-P24NS1	CRC01-P24NS3	CRC01-P24NS5	CRC01-P39TNS3	CRC01-P39TS11	CRC01-P39TS13	CRC01-P39TS15	CRC01-P39TS4	CRC01-P39TS8	CRC01-P39TS9	CRC01.P42.TS.17	CRC01.P42.TS.2	CRC01.P42.TS.3	CRC01-P59NNS11	CRC01-P59NNS15	CRC01-P59NNS16	CRC01-P59NNS18	CRC01-P59NNS1	CRC01-P59NNS5	CRC01-P59NNS9	CRC01-P59NS10	CRC01-P59NS11	CRC01-P59NS18	CRC01-P59NS7	CRC01-P87NNS15	CRC01-P87NNS17	CRC01-P87NNS5	CRC01-P87NNS9	CRC01-P87NS10	CRC01-P87NS12	CRC01-P87NS15	CRC01-P87NS9	CRC01-P92NNS18	CRC1_P24_Lgr5_14	CRC1_P24_Lgr5_19	CRC1_P87_Lgr5_12	CRC1_P87_Lgr5_20
10533	43	118	125	166	38	54	93	218	14	126	36	125	1487	907	1861	618	243	704	1025	666	588	759	342	167	39	65	202	130	141	32	24	367	306	431	81	390	34	197	208	227	694	465	225	437	706	722
10534	44	117	126	168	40	54	94	218	14	127	36	126	1468	902	1831	624	243	690	1008	675	582	760	333	168	38	65	196	124	143	28	23	354	299	431	81	384	34	198	193	225	686	450	227	432	703	728
10535	42	126	128	169	40	56	94	222	14	131	37	130	1491	917	1872	627	250	701	1064	683	590	777	343	166	40	65	206	130	145	31	25	368	306	433	80	397	34	202	211	231	702	473	231	443	716	737
10536	40	123	128	170	40	56	94	214	14	130	36	129	1498	914	1860	627	253	706	1060	578	490	688	342	170	40	69	205	129	144	30	25	368	308	433	79	395	35	201	205	231	706	469	233	419	717	714
10537	22	115	122	160	37	54	86	208	14	123	36	123	1445	885	1801	604	243	679	1029	376	313	478	335	162	40	65	199	115	141	32	24	346	288	422	77	395	33	200	190	222	686	448	225	402	707	703
10538	43	125	130	174	39	57	96	228	14	133	38	130	1520	918	1887	631	256	713	1069	700	603	791	344	172	40	68	205	130	148	31	25	376	311	441	80	401	35	204	213	235	718	478	236	450	730	758
10539	44	127	133	175	40	58	96	230	14	132	37	129	1534	937	1901	636	258	716	1093	705	612	792	348	173	41	70	208	133	148	32	25	372	314	445	83	405	36	207	216	235	715	480	237	451	739	765
10540	44	128	134	175	39	58	94	232	14	134	37	129	1531	933	1887	640	259	716	1098	703	617	793	349	174	42	69	210	134	147	31	25	379	319	444	81	408	36	206	211	238	724	483	239	454	745	769
10541	44	129	133	173	40	59	94	229	14	134	37	128	1524	918	1883	642	261	714	1079	708	616	793	349	172	42	67	203	132	145	31	25	373	318	443	82	408	36	204	212	238	723	482	240	456	738	778
10542	44	127	134	171	40	57	93	231	14	134	36	128	1483	921	1840	640	261	706	1153	699	616	791	342	170	42	66	202	130	142	30	24	373	319	447	83	406	37	205	208	235	719	479	241	454	745	780
10543	42	129	132	172	39	57	97	221	13	134	38	129	1492	912	1869	636	256	707	1154	713	618	797	350	168	43	69	202	130	143	31	24	368	316	441	85	411	37	204	212	239	718	477	239	455	741	787
10544	43	124	133	164	38	55	94	230	13	134	36	125	1454	915	1856	638	258	716	1149	710	611	802	347	169	43	65	207	128	138	30	23	374	325	451	84	412	37	204	209	241	718	471	243	455	750	792
10545	44	131	136	177	39	58	101	234	14	135	37	131	1528	929	1900	641	260	715	1174	719	630	817	361	172	44	68	213	133	149	31	25	380	319	446	87	418	37	208	209	244	734	473	244	458	756	799
10546	44	129	133	177	38	59	102	232	14	136	37	131	1531	932	1906	649	266	721	1179	724	631	820	360	176	44	70	215	133	149	32	26	380	321	451	85	416	37	211	218	244	739	482	245	456	762	809
10547	44	134	135	171	39	59	96	228	14	135	37	132	1542	941	1896	653	267	710	1202	711	631	819	362	174	44	70	217	129	150	31	26	381	298	454	86	417	37	212	216	246	745	394	245	448	763	812
10548	42	132	131	173	40	61	96	227	14	133	36	129	1526	932	1887	652	266	708	1191	707	630	824	361	173	44	68	218	127	148	28	25	384	295	452	86	415	36	213	221	242	740	388	246	449	765	812
10549	43	129	130	173	39	60	96	224	15	132	36	129	1530	929	1904	650	268	709	1202	702	626	802	360	173	45	69	217	126	149	30	25	386	298	450	83	415	37	211	218	249	736	384	250	449	764	813
10550	43	131	134	172	40	56	98	230	14	134	37	132	1517	926	1907	653	267	706	1206	718	627	817	362	171	43	69	222	125	147	30	25	382	295	455	86	420	35	214	216	245	741	385	249	452	775	817
10551	43	136	135	173	40	61	100	231	15	135	37	135	1559	943	1922	664	270	717	1226	719	633	832	363	175	46	68	221	127	152	30	26	390	294	457	87	421	37	215	222	248	750	395	253	454	783	830
10552	43	138	136	172	40	62	98	230	15	136	37	135	1533	945	1914	672	269	718	1223	734	648	828	369	173	46	69	224	127	150	30	25	395	296	460	86	424	39	215	218	251	754	398	255	458	780	834
10553	43	136	135	172	39	61	97	230	15	135	36	135	1508	938	1868	667	270	713	1220	730	648	835	372	172	44	68	226	128	150	31	26	386	297	458	86	424	39	213	219	249	754	378	255	458	792	837
10554	43	136	137	172	40	62	100	232	15	136	37	134	1568	947	1926	672	274	722	1232	737	651	838	374	176	44	69	223	128	151	31	25	389	298	460	89	428	39	219	224	251	758	399	254	459	800	844
10555	43	137	136	176	39	63	100	231	15	138	36	139	1558	951	1943	671	275	721	1241	741	653	843	376	176	43	69	226	129	152	31	26	395	299	467	88	430	39	219	225	251	764	398	257	462	806	850
10556	43	133	136	173	39	60	100	231	16	137	36	140	1523	936	1886	667	282	713	1227	742	659	845	380	177	43	68	225	126	151	31	26	396	294	466	90	431	39	220	222	253	760	386	258	458	802	850
10557	43	134	137	172	39	63	99	233	17	136	36	137	1550	947	1934	676	286	721	1240	751	656	851	382	176	44	70	227	128	153	32	26	396	298	470	90	435	39	221	221	253	763	385	259	460	808	860
10558	45	134	137	173	39	62	100	229	17	134	36	139	1595	947	1924	675	283	733	1230	745	656	839	380	177	44	71	227	128	150	31	24	395	294	470	92	434	39	221	229	250	767	396	257	462	812	859
10559	45	129	137	174	38	63	95	225	17	131	36	134	1556	933	1918	673	285	719	1222	735	646	832	381	172	44	70	217	121	149	31	23	385	293	463	90	430	38	224	218	245	759	394	260	463	818	858
10560	44	135	140	171	38	63	95	227	17	137	37	139	1566	959	1913	680	286	722	1234	750	659	851	381	175	43	68	226	128	151	32	25	394	297	473	91	436	39	224	225	256	763	399	264	469	829	873
10561	46	136	141	177	40	65	102	230	17	133	36	141	1611	965	1951	681	280	733	1245	751	667	853	384	175	45	69	227	128	154	31	25	397	300	472	91	439	39	228	229	251	779	398	263	473	830	876
10562	45	131	134	173	40	66	93	229	17	131	35	137	1562	945	1908	667	279	715	1217	723	644	830	365	167	44	68	222	123	147	30	24	390	285	466	89	426	39	223	217	247	764	393	259	466	813	873
10563	47	133	144	177	40	68	103	225	18	134	38	141	1623	966	1945	684	284	730	1242	758	669	860	385	173	44	69	227	128	153	31	25	397	296	475	92	438	39	230	226	251	780	406	265	473	834	896
10564	47	137	143	179	40	68	101	230	18	139	38	138	1640	969	1963	687	298	734	1262	768	670	869	389	177	46	72	233	131	154	32	25	403	298	475	93	445	38	230	229	258	778	411	269	477	844	898
10565	48	139	144	185	39	68	103	229	18	137	39	137	1621	966	1955	684	302	736	1254	772	676	863	392	174	46	70	230	130	155	31	25	411	297	479	93	446	38	227	220	261	786	410	271	476	845	906
10566	45	131	148	186	40	66	95	230	18	140	37	135	1525	956	1863	652	297	721	1244	773	675	872	390	175	46	69	230	130	150	32	25	392	287	473	93	443	39	231	215	259	779	382	272	478	851	914
10567	46	139	144	183	40	68	99	227	18	136	38	138	1590	960	1933	676	303	728	1213	767	675	870	390	175	43	71	226	128	149	30	25	403	290	476	95	442	38	229	225	259	780	402	267	481	838	902
10568	47	132	143	172	39	63	89	223	18	134	35	132	1557	944	1851	672	302	696	1208	694	654	826	383	172	44	66	224	125	155	25	24	389	260	468	96	438	39	228	213	255	760	368	276	464	837	911
10569	48	135	147	183	40	68	103	235	18	137	34	140	1638	975	1890	691	308	723	1257	727	675	856	391	179	47	72	231	131	158	25	25	407	263	482	95	454	39	233	229	264	789	381	279	480	855	922
10570	49	136	146	179	39	67	102	232	18	137	36	139	1620	963	1883	686	312	716	1258	732	681	861	391	178	47	72	233	132	156	25	25	406	263	483	95	450	39	232	224	264	790	382	279	487	861	934
10571	50	139	143	173	40	65	101	229	18	135	37	138	1595	963	1860	688	308	709	1290	725	679	854	385	177	47	68	226	129	156	26	25	406	260	482	94	449	39	233	228	258	788	378	278	493	859	937
10572	51	142	147	180	40	67	102	233	18	138	36	143	1648	978	1884	694	315	729	1310	734	696	864	396	177	48	71	238	132	159	26	25	416	263	490	96	459	38	234	228	264	792	385	281	493	868	938
10573	50	143	148	182	41	69	102	232	18	139	36	142	1647	972	1880	696	311	726	1308	733	695	869	395	179	47	72	233	131	160	26	24	408	264	487	92	457	38	234	232	263	795	385	283	489	866	946
10574	51	146	144	175	39	68	102	226	18	132	36	140	1590	922	1795	697	312	711	1259	704	662	820	397	169	48	69	226	115	162	23	18	236	249	483	97	453	39	236	233	264	801	362	282	488	859	954
10575	47	124	128	147	37	59	89	196	18	110	29	121	1401	825	1626	614	260	640	1122	655	591	743	344	154	43	63	198	100	140	22	17	211	217	427	84	404	35	207	207	237	699	311	270	454	816	898
10576	50	142	144	174	38	65	97	226	18	130	37	138	1569	917	1784	701	307	706	1263	705	658	815	392	170	47	71	228	117	162	23	20	232	240	479	95	452	39	233	230	264	788	357	279	486	859	960
10577	52	138	139	172	36	65	97	225	17	130	36	138	1546	912	1771	694	305	684	1259	703	660	816	393	168	47	70	224	116	160	22	20	231	246	489	95	449	39	234	228	260	793	355	281	488	862	962
10578	52	142	144	172	36	65	96	219	18	129	38	135	1508	889	1753	689	305	687	1267	702	657	831	389	163	47	70	220	119	158	22	17	234	244	480	98	447	39	235	230	259	788	346	281	491	863	955
10579	53	146	147	175	38	66	97	229	18	131	38	138	1582	911	1800	703	309	709	1259	707	667	836	394	168	48	72	227	120	163	22	20	232	244	495	96	461	39	239	234	265	800	360	283	494	869	970
10580	52	144	148	176	39	69	97	226	19	135	38	139	1568	914	1796	701	321	707	1252	718	679	835	392	168	48	73	227	119	164	23	20	238	246	497	97	459	40	236	233	265	800	360	287	500	873	980
10581	52	139	149	172	37	62	92	216	18	130	38	132	1476	899	1713	680	309	680	1315	718	651	836	378	164	46	68	215	114	155	22	18	242	245	498	96	450	36	233	223	260	769	356	291	500	866	989
10582	52	143	149	178	40	67	96	225	19	132	39	138	1567	923	1797	697	321	704	1331	718	673	861	396	170	49	72	226	119	165	23	20	240	249	499	96	464	39	238	237	263	807	369	291	504	875	990
10583	47	139	148	176	40	63	89	218	19	134	37	133	1544	898	1783	681	315	689	1309	707	652	829	384	162	46	68	224	117	160	23	20	242	242	489	99	451	39	238	231	261	784	361	284	498	865	980
10584	52	148	153	177	42	68	99	230	19	137	38	140	1613	925	1822	702	320	718	1379	731	688	864	399	171	49	72	233	123	165	23	20	249	244	505	99	472	39	244	243	269	819	374	293	508	885	1003
10585	45	149	144	181	41	69	92	228	19	135	38	138	1613	927	1821	706	324	712	1376	571	532	729	402	166	50	73	233	123	167	23	20	248	246	505	95	468	39	240	239	271	845	369	287	448	888	975
10586	27	137	136	169	37	64	92	202	18	126	35	137	1541	896	1754	687	311	691	1340	466	269	574	382	165	49	72	229	120	159	22	18	241	238	489	90	461	38	233	216	270	825	359	288	445	869	918
10587	54	148	151	179	39	68	98	235	19	135	40	143	1619	925	1834	710	330	718	1420	749	694	886	395	170	51	75	236	125	170	22	19	254	247	509	98	476	40	244	242	281	848	370	296	519	894	1017
10588	53	147	143	181	41	68	96	234	19	128	40	142	1604	922	1817	700	324	695	1403	737	697	875	390	161	52	75	235	128	171	22	20	254	242	505	100	475	40	245	241	278	847	367	294	513	896	1021
10589	53	152	151	185	40	69	101	239	19	135	41	142	1645	941	1845	718	327	721	1439	753	704	894	408	166	52	74	236	129	167	22	20	256	248	515	99	485	41	246	247	279	856	376	295	525	910	1031
10590	54	142	149	176	40	63	101	230	17	132	37	137	1546	899	1787	697	311	702	1395	736	688	876	395	159	51	75	226	124	159	20	16	246	237	509	101	478	42	241	235	271	837	362	283	517	895	1009
10591	54	150	146	180	41	66	100	236	19	135	40	140	1577	918	1794	706	325	706	1406	749	702	883	392	165	51	72	231	128	165	22	19	257	242	511	102	481	42	242	239	274	845	372	295	522	898	1037
10592	54	151	155	189	41	70	101	244	19	137	41	145	1627	936	1838	715	329	722	1442	764	716	902	410	172	51	75	240	134	167	22	19	263	249	517	102	488	42	248	243	282	901	383	300	529	911	1046
10593	54	153	152	183	40	67	103	241	19	136	40	144	1613	926	1824	716	331	709	1429	760	720	895	402	169	52	75	237	133	168	22	20	264	243	514	102	492	41	249	238	278	897	375	300	530	920	1052
10594	53	138	146	180	40	65	94	224	19	126	41	142	1507	882	1731	687	305	683	1365	734	678	872	392	163	53	68	224	125	158	19	19	252	242	508	101	480	38	234	237	263	857	362	294	524	898	1022
10595	33	71	66	78	17	30	49	105	6	57	20	65	706	474	985	417	184	323	982	510	452	615	190	68	22	30	109	65	76	6	9	216	110	264	57	275	20	132	120	144	523	198	168	319	593	749
10596	29	67	65	74	13	29	42	99	6	53	17	61	640	437	872	371	176	294	888	471	446	568	171	63	21	27	99	62	69	6	6	200	103	254	51	252	18	122	104	128	489	181	161	311	554	692
10597	31	71	63	77	16	30	45	108	6	56	19	61	652	469	910	400	180	312	963	497	461	595	182	67	23	28	105	62	73	6	7	212	108	265	53	262	19	125	111	136	509	189	164	324	572	722
10598	32	69	66	79	16	31	46	107	6	57	20	66	661	458	913	389	184	311	947	500	471	597	183	67	22	29	103	65	71	6	7	215	108	267	51	262	19	126	111	133	514	194	168	324	569	730
10599	30	71	68	79	15	30	46	106	6	57	21	65	663	473	925	397	186	313	1017	512	479	606	190	67	23	30	105	67	74	6	7	220	111	269	53	266	19	127	113	137	519	197	166	325	576	740
10600	30	70	67	76	16	31	46	100	6	55	21	65	654	465	910	397	183	306	1009	507	477	593	190	65	24	30	104	67	73	6	6	219	110	266	50	264	19	123	114	134	512	199	168	322	573	728
10601	31	69	69	75	15	31	46	102	6	55	21	65	663	455	911	400	181	306	989	495	476	597	192	64	23	31	102	66	70	6	5	211	109	268	48	260	18	122	109	134	506	197	169	327	582	733
10602	31	64	67	66	15	28	40	95	5	52	18	64	637	426	837	364	169	299	924	484	462	554	175	61	24	29	96	68	69	5	4	202	100	253	42	234	15	115	101	123	472	182	161	312	565	711
10603	32	68	68	72	15	27	43	97	5	52	20	60	632	443	849	384	169	295	967	487	470	564	175	63	24	32	95	65	69	5	3	209	109	259	48	243	16	116	101	119	459	192	166	323	585	725
10604	33	70	71	75	15	29	45	103	7	57	22	66	662	481	909	401	186	311	1019	518	500	606	196	67	25	33	99	70	72	6	5	223	111	267	50	261	17	123	113	134	508	199	170	333	592	743
10605	33	68	71	76	16	30	44	103	7	57	22	65	662	480	913	398	180	310	1023	518	500	613	200	67	25	34	103	70	71	6	5	224	112	264	50	262	16	120	112	134	507	195	170	330	595	739
10606	33	69	71	76	16	30	43	103	7	54	22	65	659	468	903	402	184	310	1027	517	498	618	200	65	25	34	100	70	71	5	6	222	110	348	48	261	16	118	113	136	509	197	173	330	594	747
10607	33	70	73	76	16	30	43	105	7	56	23	66	664	479	909	398	185	312	1044	520	505	625	200	65	25	34	102	72	73	5	6	227	115	357	48	262	17	118	112	135	512	200	177	336	597	754
10608	33	67	73	76	16	29	43	104	7	51	21	63	646	472	892	395	187	306	1006	513	499	608	196	63	25	32	103	70	72	7	5	218	109	358	50	256	17	115	116	136	504	198	177	333	602	750
10609	33	66	71	75	16	29	45	102	6	55	21	64	647	470	882	387	179	312	1004	509	492	610	192	63	25	34	103	69	72	6	6	217	111	357	50	255	16	115	112	136	495	194	177	333	595	746
10610	31	67	67	76	15	29	39	100	7	53	21	65	645	463	878	389	179	308	1007	509	494	606	193	60	24	31	101	71	74	7	6	223	111	350	49	253	17	114	116	134	489	200	176	333	600	754
10611	31	73	71	79	16	31	46	108	7	57	21	66	655	470	883	392	174	305	1022	516	498	630	198	62	23	33	104	73	76	7	6	225	112	347	48	256	17	118	118	137	502	203	179	336	602	759
10612	33	70	75	78	15	29	46	106	6	58	21	66	662	474	887	396	182	312	1046	529	523	648	191	64	26	35	106	73	74	5	7	224	112	364	50	259	17	120	116	138	501	203	180	344	612	779
10613	34	73	74	80	16	31	46	106	7	55	21	68	666	483	910	402	169	315	1058	539	533	666	200	63	26	35	106	74	77	6	7	232	116	365	50	264	18	119	119	139	509	208	182	349	616	783
10614	34	71	72	78	17	32	47	109	8	57	21	67	667	481	914	404	171	319	1076	544	538	671	197	62	26	37	106	74	78	6	7	228	114	368	51	263	18	121	119	139	498	211	185	351	622	793
10615	32	71	71	82	16	33	48	105	8	55	21	65	665	438	902	373	158	316	1065	543	538	677	195	65	26	37	110	73	76	7	7	231	116	366	51	263	18	120	117	139	492	212	187	355	622	793
10616	34	68	72	83	16	33	47	105	8	59	20	66	678	436	911	371	159	315	1074	550	535	683	197	63	26	38	108	73	75	7	8	236	120	373	51	265	17	121	116	141	493	211	189	355	627	803
10617	34	69	68	84	15	32	42	99	8	58	20	66	660	429	904	367	158	314	1049	535	531	670	192	60	26	38	104	70	74	7	8	226	115	369	51	263	17	118	116	135	480	210	187	351	625	785
10618	31	66	68	81	16	30	43	97	8	55	20	63	644	426	898	367	156	317	1045	527	519	664	195	54	23	38	106	70	75	7	7	228	114	362	51	258	17	119	115	137	485	208	185	352	617	778
10619	34	71	72	86	17	33	46	107	8	60	20	68	674	437	916	426	159	317	1069	551	546	695	201	63	26	37	110	72	78	7	8	234	118	374	52	259	17	122	116	139	502	214	192	358	637	811
10620	33	69	71	84	17	32	46	107	8	60	20	68	665	434	914	421	160	322	1083	541	544	687	200	62	26	37	109	70	78	7	8	236	118	373	51	263	17	122	114	140	496	214	189	360	630	806
10621	32	74	73	84	18	33	46	109	9	62	20	72	686	443	927	431	162	321	1085	559	557	697	204	66	27	37	111	73	79	7	8	241	121	379	54	263	16	124	116	142	502	211	194	360	640	815
10622	33	75	73	86	18	33	45	110	9	61	21	72	680	442	927	428	161	321	1092	558	566	715	207	65	27	37	110	73	79	8	8	241	119	379	55	264	17	122	117	140	519	214	196	363	636	822
10623	33	72	73	85	18	33	49	109	9	64	21	72	693	445	928	426	165	320	1101	563	573	719	210	64	27	37	113	72	77	9	8	241	122	381	54	266	16	124	117	145	523	215	199	364	646	831
10624	30	72	73	86	17	29	50	105	9	65	21	64	690	438	911	426	165	324	1096	557	577	705	213	64	27	38	111	72	76	9	9	238	116	379	52	267	16	122	114	140	523	215	198	371	648	827
10625	34	74	76	87	18	33	51	110	9	65	21	71	701	445	930	427	163	326	1116	569	588	723	210	66	27	37	114	74	80	9	9	245	122	384	53	269	16	124	113	146	524	221	201	373	653	844
10626	34	73	75	87	17	32	53	111	9	63	21	71	708	444	925	433	160	324	1098	573	587	719	210	65	27	39	116	74	81	9	9	239	120	386	55	267	16	123	115	146	526	221	203	379	662	843
10627	33	74	78	86	17	32	52	111	9	64	20	74	711	443	939	434	161	328	1106	579	593	733	210	70	27	40	117	76	82	9	9	248	125	388	55	270	17	123	115	149	530	224	203	380	662	854
10628	34	75	79	88	18	31	53	111	9	66	20	71	710	448	938	433	162	325	1108	580	593	731	214	69	27	41	115	75	82	9	9	251	127	389	55	272	16	124	116	150	530	222	206	385	664	860
10629	34	76	77	88	17	32	55	110	9	67	20	71	711	451	943	438	160	325	1109	581	592	734	218	70	27	41	115	76	83	9	9	251	127	392	52	276	17	122	118	152	524	226	212	391	676	864
10630	33	73	78	88	17	32	55	111	9	65	20	72	720	448	940	435	164	334	1109	585	585	733	216	70	26	41	116	75	82	9	9	249	123	390	53	275	17	124	119	151	522	229	211	395	675	868
10631	33	76	78	88	17	32	51	110	9	66	20	73	723	453	947	440	165	337	1125	585	599	739	219	71	27	41	118	75	82	9	9	248	126	389	53	276	17	123	119	152	527	231	212	391	671	873
10632	33	76	79	89	15	32	54	109	9	66	21	74	717	447	947	436	162	329	1109	588	594	731	213	70	27	40	118	76	82	9	9	245	125	387	51	274	16	124	118	150	525	231	212	396	672	866
10633	33	71	77	87	18	31	54	105	9	67	20	70	711	446	928	429	160	331	1106	581	586	724	209	66	27	41	117	76	80	9	9	246	125	388	51	270	16	125	119	149	531	228	209	399	676	874
10634	35	75	79	86	17	30	54	108	9	66	19	68	716	448	939	433	162	332	1120	586	597	738	213	67	27	40	117	78	80	9	8	249	124	387	52	280	16	124	117	149	528	227	213	400	685	870
10635	35	76	80	90	18	32	53	111	10	65	20	73	734	452	952	441	167	337	1136	598	603	746	214	71	26	41	121	78	83	9	9	253	128	391	52	281	16	127	118	151	541	229	217	405	688	881
10636	35	78	80	90	17	32	55	110	10	68	21	74	735	458	953	437	167	337	1139	599	608	750	218	70	27	41	121	78	82	9	9	254	128	393	52	281	16	126	121	155	538	234	215	405	690	886
10637	36	77	80	89	18	32	54	111	10	67	21	73	736	455	955	439	167	339	1152	604	608	762	217	72	26	40	120	80	84	9	9	256	130	391	52	283	17	127	119	154	542	235	217	404	693	890
10638	36	77	81	94	18	32	55	111	9	68	21	73	733	454	955	435	167	336	1145	598	607	751	221	71	27	40	121	80	82	9	9	260	128	392	53	283	16	128	122	155	543	235	214	407	694	889
10639	36	74	82	92	18	32	55	111	10	70	22	76	734	454	947	435	166	335	1137	601	610	753	218	70	26	40	123	79	82	8	9	260	131	390	52	283	17	128	122	156	539	235	213	406	695	890
10640	37	76	82	92	18	33	55	110	9	71	22	76	731	447	940	438	166	333	1136	602	602	741	214	68	28	41	118	79	83	6	8	257	130	388	54	283	17	128	119	155	536	237	216	410	698	893
10641	36	76	82	91	17	31	56	112	9	68	22	69	734	450	944	435	168	337	1116	601	611	756	216	71	27	41	121	81	81	6	8	259	131	383	54	286	17	126	123	153	540	237	214	410	701	890
10642	36	74	77	88	17	33	52	108	9	66	22	73	723	445	930	417	160	330	1087	589	584	735	214	68	27	41	120	77	82	7	8	249	130	380	52	284	17	127	116	153	533	232	213	399	693	871
10643	39	78	82	92	19	32	58	115	9	71	21	75	728	460	953	480	168	339	1143	613	611	770	222	71	29	42	124	82	82	6	8	262	131	391	55	289	17	132	123	158	545	239	219	414	707	901
10644	37	80	83	91	18	32	54	115	9	70	22	75	721	459	948	481	184	340	1121	620	610	777	218	71	32	41	123	82	84	7	9	263	134	390	55	286	17	132	125	156	544	242	220	413	702	907
10645	34	66	73	86	17	26	51	98	8	62	20	71	655	417	872	433	165	307	1057	547	543	710	194	57	29	37	106	77	75	7	9	232	118	361	48	256	12	118	110	138	519	223	197	372	661	832
10646	38	79	82	93	19	33	57	114	10	72	22	75	727	456	949	487	182	340	1128	627	620	781	223	73	32	42	125	83	83	8	10	265	137	394	52	284	16	133	125	161	545	242	216	415	705	915
10647	37	78	83	94	19	34	57	113	10	70	22	76	729	453	944	483	180	369	1131	620	618	787	218	74	31	43	125	83	83	9	10	260	139	390	53	283	15	131	126	159	543	246	219	417	708	915
10648	38	81	82	96	19	33	57	112	11	68	22	75	730	450	946	478	180	372	1141	616	621	788	218	74	30	42	125	84	82	9	9	267	140	386	50	285	16	125	122	162	540	248	219	415	716	916
10649	39	78	82	96	17	34	57	109	11	71	20	74	732	441	943	475	183	373	1135	618	620	788	218	76	30	42	125	84	83	9	10	264	138	387	50	284	17	124	120	160	539	241	218	414	719	919
10650	37	81	82	99	19	34	58	113	11	72	22	74	724	446	944	478	183	371	1132	620	616	787	220	75	30	42	127	82	82	9	10	265	143	388	50	285	17	127	123	163	536	249	220	416	715	916
10651	37	79	81	95	17	31	56	112	10	71	21	72	721	435	923	469	183	357	1111	599	600	764	212	72	27	42	123	80	77	9	10	259	137	384	51	277	17	128	114	160	533	236	217	405	700	901
10652	38	81	81	96	18	32	57	115	11	70	22	75	735	443	936	473	184	371	1147	625	621	796	218	73	29	41	123	82	79	9	10	263	136	391	51	285	18	126	121	165	537	248	215	422	714	921
10653	38	82	82	96	18	33	56	117	11	72	22	77	737	451	946	481	184	367	1149	627	627	805	221	75	30	42	123	82	81	9	10	265	139	391	51	288	18	127	120	165	543	249	220	421	715	928
10654	37	81	81	93	19	33	58	116	11	72	22	76	734	451	943	482	183	366	1140	617	624	795	218	75	30	42	122	83	82	8	10	268	139	388	51	287	18	126	119	165	539	247	221	424	714	927
10655	37	80	82	95	18	33	56	116	11	71	21	77	736	451	948	483	183	368	1145	617	628	804	224	74	30	42	123	83	82	9	10	271	143	387	50	283	19	128	122	165	540	250	220	424	712	928
10656	37	82	80	95	18	33	58	119	11	73	22	77	734	443	942	474	178	365	1138	619	627	803	224	77	30	41	125	82	82	9	10	271	141	392	51	285	19	128	120	165	536	253	220	425	716	932
10657	36	79	81	94	18	32	58	120	11	74	22	77	736	439	931	471	181	364	1134	614	622	799	222	74	30	41	125	82	83	8	10	271	141	393	51	286	19	131	123	165	539	252	224	426	718	928
10658	36	81	83	92	18	32	59	118	11	72	22	77	731	439	937	475	181	369	1134	620	627	808	225	72	30	40	128	81	83	8	10	272	143	393	52	282	19	130	122	166	542	252	224	424	714	928
10659	37	80	81	90	18	32	55	115	11	73	21	78	726	443	927	473	180	371	1132	623	627	806	224	75	31	40	127	82	81	8	10	266	137	394	52	283	19	131	123	166	538	251	225	425	719	931
10660	38	81	81	92	18	32	57	116	11	73	22	77	739	437	932	473	177	365	1134	618	625	798	223	72	31	41	126	79	83	8	10	269	139	393	52	284	19	127	118	162	540	248	223	427	716	926
10661	37	81	83	93	19	32	55	117	11	76	22	77	731	442	934	471	178	361	1097	614	626	803	221	72	31	40	127	81	83	8	11	268	139	387	49	275	19	128	120	160	536	249	225	426	721	921
10662	38	81	82	89	18	32	56	120	11	76	22	76	745	445	932	471	180	371	1107	624	633	813	224	77	31	44	130	80	84	8	11	271	142	396	52	283	19	127	121	165	542	249	228	428	724	933
10663	38	83	81	92	18	33	57	120	11	74	20	76	742	441	934	465	179	366	1078	629	632	811	221	76	30	45	131	79	84	7	11	270	142	395	52	285	19	126	123	162	534	249	226	426	724	930
10664	40	82	82	93	18	33	58	123	11	74	21	77	751	441	936	478	179	367	1092	634	638	824	220	72	31	45	132	80	85	7	11	271	141	394	52	282	19	128	123	163	540	252	227	430	723	934
10665	38	81	80	91	19	31	58	120	11	76	20	75	743	436	927	474	178	366	1079	630	636	812	224	74	29	44	128	81	84	7	11	271	144	390	48	280	19	127	124	160	538	247	226	430	728	937
10666	40	76	81	92	19	32	59	120	11	74	21	75	737	436	930	464	176	363	1069	622	628	806	221	76	31	45	126	77	81	7	11	265	144	389	50	280	18	128	122	158	530	245	227	431	726	932
10667	40	83	79	91	19	33	60	119	11	74	20	75	750	439	930	476	176	362	1100	636	632	819	224	72	31	45	127	83	82	7	12	268	142	394	51	280	18	128	123	163	539	247	226	433	733	936
10668	40	85	80	94	17	33	57	120	10	78	20	79	767	443	940	495	176	363	1119	633	644	817	222	73	31	45	129	83	82	7	12	272	144	394	52	280	16	128	122	162	541	245	225	431	730	943
10669	41	83	80	94	19	32	57	120	10	76	20	77	765	446	940	494	177	366	1118	635	643	814	223	72	31	46	129	84	81	7	12	264	142	397	50	280	17	127	122	162	543	246	226	431	728	937
10670	26	80	74	83	20	32	56	98	10	72	18	75	758	447	924	493	175	361	1111	443	412	636	223	70	31	46	125	82	80	7	11	261	139	392	50	279	14	128	97	158	538	247	221	341	720	882
